auc,logloss,brier,base_rate,top5_exp_R,top5_n,model,test_year,secs
0.5106504795756375,0.683022677898407,0.24484147131443024,0.41979264844486336,0.10508953817153632,1061,lstm,2024,10.2
0.5047866613462343,0.683969259262085,0.2453068643808365,0.41979264844486336,0.08623939679547599,1061,gru,2024,11.0
0.5065105864861309,0.684840738773346,0.24569888412952423,0.41979264844486336,0.09095193213949104,1061,tcn,2024,10.3
0.5111794774640955,0.6827738285064697,0.24473384022712708,0.41979264844486336,0.015551366635249697,1061,transformer,2024,109.9
0.5116520497013293,0.8563086388808129,0.3016610243847194,0.41979264844486336,0.07445805843543829,1061,ensemble_rank,2024,0.0
0.5329766173921822,0.6750014419443918,0.24071843425519404,0.36828859060402686,-0.001865671641791078,536,lightgbm,2026,8.6
0.5381309674171131,0.6660864949226379,0.23634275794029236,0.36828859060402686,0.002798507462686617,536,xgboost,2026,6.4
0.5341803852393233,0.6578524192258783,0.2325709774796116,0.36828859060402686,0.15205223880597019,536,random_forest,2026,52.9
0.5219140872321619,0.6588360667228699,0.23307207226753235,0.36828859060402686,0.04944029850746279,536,logistic,2026,3.2
0.49807043095090603,6.415499367660872,0.4721261357688941,0.36828859060402686,-0.09981343283582089,536,linear_svm,2026,1.6
0.532965207889908,0.9729210734367371,0.3131711781024933,0.36828859060402686,0.007462686567164201,536,mlp,2026,7.7
0.5054089257115169,0.6613186001777649,0.23421797156333923,0.36828859060402686,0.09608208955223885,536,lstm,2026,5.3
0.5080338581741726,0.6614494919776917,0.234288290143013,0.36828859060402686,0.10541044776119413,536,gru,2026,10.0
0.4979739637025452,0.6610162258148193,0.2340526133775711,0.36828859060402686,0.021455223880596952,536,tcn,2026,10.0
0.5062394291708369,0.6588699817657471,0.23304171860218048,0.36828859060402686,0.19869402985074636,536,transformer,2026,101.0
0.5395969110611931,0.8032810290952579,0.2853199398576744,0.36828859060402686,0.04477611940298509,536,ensemble_rank,2026,0.0
