,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
dist_r1,3906.151657104492,4783.762483358383,4423.101268768311,5261.743379116058,5669.850872039795,5068.65621471405,5474.517078399658,5653.507830142975,5996.5243673324585,6389.291473388672,6612.996582984924,6977.933381557465,6979.122364997864
dist_s1,3898.627320766449,3568.3421425819397,4037.8248505592346,4977.542130470276,5249.953936100006,5011.427478313446,5272.030505180359,5563.229158878326,4773.614201545715,5331.819113254547,4712.352045059204,5025.308436393738,5616.8588609695435
dist_week_open,5526.889736175537,6410.702591180801,8029.902210712433,7474.720393657684,7972.042264461517,7708.4072070121765,7334.461750030518,7358.988797187805,8437.020594120026,9008.629596710205,8899.297680854797,8454.787640571594,9240.307580947876
dist_pwh,5739.833061218262,6818.0393443107605,7196.097482681274,7523.348220348358,7980.83623790741,8429.117696762085,8121.677681922913,8232.580886363983,7882.996551990509,9025.429605007172,7911.389208316803,8055.976607322693,9043.964432239532
dist_pwl,5900.522146701813,6667.822729110718,7941.00940656662,8532.736732006073,8232.735119342804,8980.7024102211,8119.231926441193,8740.494618415833,9235.348935604095,9130.312941074371,9446.46735239029,8418.139452934265,10105.337010860443
dist_month_open,6334.79970240593,8093.274894237518,8682.972113132477,9722.769835472107,9996.574615478516,10727.373379707336,11032.928379058838,11939.11703491211,11123.56221294403,11321.420627117157,12741.59388923645,12212.416999340057,12311.125101089478
dist_pmh,6807.3295545578,8086.202573299408,7806.480949163437,8323.634293079376,9745.143022060394,9865.749033927917,9529.811732292175,10157.913393974304,10775.979452133179,10095.70641040802,10756.968232631683,11280.443489551544,11216.149372577667
dist_pml,6500.5727705955505,7079.721851825714,7364.846347808838,8955.501523971558,9396.223022937775,9161.564032554626,10343.380615234375,9792.507044315338,10637.68123292923,10642.621802330017,10989.089289188385,11308.601993083954,10737.791821956635
dist_r10,4666.930039405823,5557.368332624435,5924.999155521393,5394.037734508514,6276.438630580902,6821.679443359375,7195.235140323639,7540.380752086639,7447.170174598694,7658.541769981384,7092.671104431152,7887.904704093933,7167.377027511597
dist_r50,7762.499962568283,9272.9770693779,10294.234726905823,9778.741875171661,9314.411578178406,10790.378203392029,10573.437841415405,10856.847723960876,9798.127711772919,10895.109702587128,10896.090267658234,10984.717137336731,11330.021475791931
dist_vwap_day,1245.716208934784,1553.8580121994019,1535.7627296447754,1466.356674671173,1901.3243532180786,2176.3381509780884,1955.505959033966,1822.694170475006,2216.7392206192017,2011.7194728851318,2081.6002588272095,2335.6291646957397,2264.03298664093
dist_vwap_96,2809.266206741333,3155.433135509491,3535.2798714637756,2605.5547342300415,3521.3460154533386,3268.4571409225464,3292.3346829414368,3228.787021636963,3590.242244720459,3619.436779975891,3387.540475845337,3674.1868963241577,4365.373183250427
hour_sin,4418.5499477386475,4537.541460990906,4866.0563621521,5693.237651348114,4813.988269329071,5948.149603366852,5699.594099998474,6111.725293159485,6193.3832631111145,6039.864634513855,6331.607956409454,6021.2546973228455,6085.7998995780945
hour_cos,3145.9670963287354,3433.9927990436554,3812.2181754112244,3856.7580761909485,3822.176766872406,4247.872466087341,3513.796663761139,3881.3201332092285,3299.2617349624634,3874.700743675232,3687.181583881378,4057.4227480888367,4390.765314102173
hour_est,3944.3860602378845,3587.504093647003,4028.247155189514,4668.102112770081,4636.290399074554,4024.044225215912,3578.7259879112244,4101.66010093689,4124.858492851257,4244.211259365082,3565.586753845215,3924.7006158828735,3859.8216457366943
dow,2167.3913259506226,2439.7268357276917,2401.6980719566345,3028.803165912628,2745.917407512665,3119.516149044037,3169.293526649475,2842.330273628235,3532.1889753341675,3547.7180042266846,3669.869897842407,4710.429528713226,3661.5688133239746
day_of_month,6521.680451154709,7179.33189201355,7087.44210767746,7653.10458612442,7898.095975399017,9264.580132484436,8485.358357429504,9033.199396133423,8895.184348106384,9722.030160427094,9052.938618659973,9454.046960353851,10415.208305835724
month,4895.665000915527,5564.576081752777,6243.7190680503845,6262.472266197205,6726.097623825073,6600.796740055084,6789.641373634338,7794.322247505188,7554.337574481964,8140.431089401245,8219.280449867249,9273.760093688965,8213.173879623413
bar_of_day,2488.9671473503113,3540.0432529449463,3674.1502089500427,4463.837228775024,4335.436062812805,4535.486332893372,4385.8440990448,4521.209455013275,4667.670165061951,4812.608577251434,4043.0449528694153,3806.7506613731384,4077.458694458008
sess_tokyo,103.84189891815186,99.3747911453247,113.49309921264648,67.75991153717041,96.71505928039551,98.19660091400146,109.17609977722168,197.46049690246582,75.54826927185059,133.32468700408936,119.84359931945801,157.16179847717285,144.26659870147705
sess_london,338.4564399719238,410.80514907836914,310.16709995269775,381.4615020751953,427.4505572319031,344.18574237823486,566.1384992599487,468.95219898223877,395.1721000671387,410.86520195007324,218.32520008087158,370.24530696868896,352.0585689544678
sess_ny,34.61439895629883,75.16540145874023,70.51587009429932,9.6358003616333,63.788899421691895,58.600799560546875,43.91270065307617,77.49911069869995,93.5539903640747,114.68829917907715,33.39990043640137,158.04578685760498,76.64388084411621
sess_overlap,55.05259990692139,97.33337116241455,152.82887887954712,187.27359771728516,131.8389310836792,125.11220169067383,30.596699714660645,79.08509922027588,158.1244010925293,155.25840091705322,165.77589893341064,76.0398998260498,197.6793394088745
mins_since_ny_open,3025.6466488838196,3227.3101024627686,3490.6307191848755,3809.7689180374146,3838.3743090629578,4004.4411296844482,4654.065441608429,4045.709783554077,4394.345799922943,4438.926394462585,4398.491756916046,5157.295848369598,5561.047476768494
mins_to_ny_close,2202.1284925937653,2957.1523294448853,2468.7875747680664,2974.385630607605,3633.078308582306,3349.0982847213745,3087.685875892639,3447.3605675697327,3692.0825152397156,3937.7494988441467,3896.06245803833,3792.0562777519226,3736.3353390693665
is_ny_open_hour,0.0,0.0,0.0,38.44150161743164,13.177499771118164,0.0,0.0,0.0,0.0,0.0,14.09570026397705,19.900400161743164,23.76460075378418
is_london_open_hour,10.44480037689209,0.0,0.0,12.684510231018066,0.0,11.183600425720215,0.0,0.0,36.54909896850586,37.47019958496094,0.0,13.371199607849121,14.808600425720215
is_830_window,44.03517007827759,68.80552959442139,156.90612077713013,149.31887006759644,200.11122941970825,177.33328199386597,143.03553009033203,113.97740077972412,90.38313865661621,64.56117057800293,80.13689804077148,80.2474889755249,52.034300804138184
is_1000_window,16.974679946899414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_1400_window,8.031330108642578,0.0,0.0,0.0,0.0,8.688639640808105,0.0,23.085399627685547,11.002699851989746,0.0,0.0,0.0,24.618900299072266
is_friday_pm,177.66499090194702,522.4727153778076,748.6756677627563,615.6488471031189,652.2024607658386,394.77496671676636,245.97587251663208,264.9996585845947,399.5032629966736,554.6128339767456,475.2233376502991,223.0320987701416,217.50500011444092
is_sunday_open,346.5186924934387,272.0573081970215,248.47500133514404,300.280481338501,343.90100860595703,284.2014989852905,354.22622203826904,300.17549896240234,501.6298017501831,671.6754016876221,660.4755897521973,694.1251029968262,454.57890129089355
bar_gap_min,11.537449836730957,43.08915996551514,29.169370651245117,14.043200016021729,14.366199970245361,7.506539821624756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
after_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekend_gap_atr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_fomc_day,45.114399909973145,26.7019100189209,18.45039939880371,22.180999755859375,24.171300888061523,0.0,34.75089931488037,24.459999084472656,134.6782989501953,143.27829837799072,100.54469871520996,223.59539794921875,95.44720077514648
hrs_to_fomc,71.98148083686829,110.37388896942139,56.37145948410034,93.97874021530151,140.60374879837036,158.42549800872803,151.9033908843994,74.42851066589355,270.43977403640747,287.28304147720337,297.5969123840332,358.01719665527344,355.08630084991455
is_nfp_day,7.653759956359863,0.0,18.15880012512207,20.702899932861328,18.342100143432617,13.202099800109863,46.96030044555664,75.02150058746338,76.39980030059814,26.196500778198242,54.678300857543945,84.45340061187744,89.14780044555664
hrs_to_nfp,117.37274932861328,43.69314002990723,113.82947969436646,200.08324241638184,186.25902032852173,202.94239902496338,235.5265655517578,459.24114990234375,386.529878616333,378.57590103149414,373.27620124816895,554.8782286643982,483.3087239265442
days_to_event,5487.588418006897,5698.616411209106,6250.625586032867,6977.071111679077,7359.9380235672,6882.38883972168,8924.8054728508,7454.696183204651,7028.806834697723,7175.373607635498,7714.287317276001,8427.865907669067,9328.047888755798
days_since_event,5390.727125167847,5560.921999454498,6980.749343395233,6808.9093408584595,7578.300611495972,7632.689811229706,8198.656431674957,9123.533433437347,9174.098255634308,9537.310633182526,9023.940029621124,9866.646946907043,9703.125759601593
ret_1_l1,166.89882040023804,260.96430921554565,144.51212000846863,118.47736930847168,237.26317930221558,205.6086983680725,194.40283012390137,206.85209894180298,149.29281997680664,189.11664867401123,128.2643404006958,173.25251960754395,152.81187057495117
ret_1_l2,249.96756052970886,162.2706298828125,197.31822061538696,132.3208703994751,237.41664123535156,189.19909954071045,139.97195959091187,174.15532970428467,306.3680214881897,148.78587102890015,234.52800989151,214.03929138183594,76.6988091468811
body_atr_l1,351.5667095184326,150.11532020568848,301.1650266647339,270.1877284049988,301.4058403968811,243.45786809921265,205.7397003173828,259.8684911727905,134.6700611114502,268.49696683883667,184.26218700408936,140.4742407798767,188.65601921081543
body_atr_l2,180.75797986984253,162.01669931411743,157.66583967208862,88.99801015853882,128.48213911056519,178.6729497909546,135.3073697090149,127.63555002212524,177.4247169494629,206.42304039001465,129.811589717865,139.61948251724243,199.76379013061523
close_pos_l1,305.369108915329,246.8971118927002,379.1456995010376,338.629611492157,325.01973819732666,221.4754285812378,155.39085960388184,334.7689399719238,198.29074001312256,218.73645973205566,240.5157117843628,233.79860830307007,182.99279975891113
close_pos_l2,342.30011081695557,523.4029684066772,379.99590158462524,321.4461922645569,316.1432886123657,179.50179958343506,163.95775175094604,242.838698387146,334.8390603065491,329.39058113098145,254.504469871521,272.8825912475586,253.10038995742798
rsi14_l1,384.3322503566742,298.8525595664978,503.54352045059204,496.66911029815674,395.8501605987549,377.26442193984985,423.8944025039673,331.74384784698486,538.1441836357117,534.551362991333,535.4064807891846,496.44859981536865,489.16844844818115
rsi14_l2,314.7163996696472,421.6971802711487,649.5889840126038,557.2205195426941,513.6979508399963,357.4255132675171,432.32952785491943,270.70227813720703,574.3956923484802,438.39008140563965,392.34212160110474,456.2637228965759,487.01187086105347
bb_pos_l1,437.8337416648865,417.6559705734253,436.4442925453186,514.4721412658691,453.24951362609863,497.21090841293335,443.8683876991272,427.624219417572,414.42432022094727,349.6385803222656,472.5567741394043,210.84684228897095,347.29185247421265
bb_pos_l2,542.8200011253357,729.6758313179016,547.864580154419,612.1625456809998,511.80641412734985,748.4511394500732,597.5516486167908,606.0810303688049,465.7184953689575,787.9422578811646,475.98833990097046,527.0643377304077,352.4679822921753
m1_imb_l1,106.55164957046509,107.40515899658203,151.0665798187256,220.75324964523315,156.08438873291016,176.5455117225647,123.13103008270264,174.518780708313,98.12037897109985,170.7959599494934,90.65460968017578,145.2269606590271,99.21857976913452
m1_imb_l2,198.5534496307373,151.72165966033936,157.3920397758484,102.23358058929443,69.5177001953125,68.74122047424316,100.16028833389282,123.00452041625977,61.629629135131836,35.50667905807495,157.7991704940796,116.41157913208008,115.57796049118042
stoch_k_l1,354.37901306152344,455.54497814178467,537.4778099060059,573.774799823761,501.3811821937561,371.00072860717773,523.9724225997925,562.236759185791,533.1842179298401,517.2344212532043,630.3755807876587,839.9952397346497,744.2066197395325
stoch_k_l2,387.8382592201233,653.0677275657654,572.7384305000305,657.8647127151489,699.9508094787598,715.3433899879456,533.6460018157959,750.7053375244141,581.8522028923035,639.0364208221436,455.76541090011597,515.6734313964844,629.862223148346
macd_hist_n_l1,789.6811981201172,976.7382473945618,1368.0150618553162,959.7059831619263,1084.1436648368835,1318.0789589881897,1284.746476650238,1250.5997171401978,1517.2132449150085,1250.518669128418,1518.248706817627,1476.4016394615173,1406.3316102027893
macd_hist_n_l2,1183.588506937027,1514.9700889587402,1540.2349915504456,1345.5304536819458,1368.1030721664429,1719.2359771728516,1792.7097873687744,1525.773265838623,1653.6725797653198,1824.1798968315125,1678.1687188148499,1747.0840373039246,1724.3650074005127
vol_expansion_l1,874.400426864624,750.0239109992981,805.9207606315613,897.9026327133179,969.9536366462708,1145.2271008491516,1135.0084810256958,1089.224401473999,861.4680371284485,1011.0263752937317,920.4677066802979,973.2851052284241,894.9124450683594
vol_expansion_l2,1054.9848408699036,1167.2003190517426,952.4289388656616,1204.3180537223816,1088.0250601768494,991.8864483833313,1091.743293762207,1234.0322279930115,1089.8077206611633,955.7213115692139,925.1426196098328,1017.1502485275269,988.3771204948425
efficiency_1_l1,347.44633865356445,482.8374695777893,386.8555808067322,346.42098903656006,370.37427043914795,305.24210023880005,302.0685920715332,330.23661184310913,326.99322175979614,255.4289207458496,326.30041122436523,379.0421566963196,388.0068416595459
efficiency_1_l2,380.4005916118622,390.8467330932617,315.4710283279419,265.5230312347412,326.80342960357666,383.075071811676,381.3586096763611,303.41496992111206,318.0198087692261,325.63511085510254,266.68642950057983,334.92422914505005,268.74175930023193
range_atr_l1,555.1042966842651,597.9161086082458,488.76175117492676,770.3999752998352,566.3744702339172,501.8411111831665,681.6662154197693,517.6775417327881,692.1453542709351,647.7719583511353,680.4462857246399,543.6714086532593,561.2396550178528
range_atr_l2,644.9781718254089,597.3221387863159,657.9449524879456,643.5491309165955,630.1800799369812,415.45794773101807,502.5145010948181,422.908793926239,542.1351461410522,525.8593597412109,488.73345947265625,414.62531757354736,529.3826208114624
gap_atr_l1,607.0341215133667,680.3211994171143,424.61096954345703,465.1400203704834,561.9805498123169,469.82192850112915,541.8504829406738,518.265811920166,765.7547841072083,506.65916776657104,401.54237842559814,396.53038024902344,521.7632575035095
gap_atr_l2,587.2645666599274,621.2661375999451,635.899329662323,598.6297335624695,544.89670753479,627.0622406005859,540.1072082519531,572.3954615592957,628.1819276809692,579.3385691642761,594.1396584510803,648.4922666549683,615.6677980422974
sweep_high_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25786018371582
sweep_high_l2,9.829870223999023,8.67654037475586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweep_low_l1,8.294449806213379,35.856460094451904,14.814800262451172,0.0,0.0,0.0,13.444499969482422,0.0,0.0,0.0,0.0,0.0,0.0
sweep_low_l2,0.0,17.667069911956787,11.88824987411499,17.765129566192627,6.916029930114746,7.401549816131592,9.100720405578613,17.084309577941895,12.263699531555176,0.0,21.42080020904541,6.28941011428833,0.0
bos_up_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bos_up_l2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5541300773620605,16.008910655975342
bos_dn_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.053199768066406,10.054400444030762,0.0,0.0,0.0
bos_dn_l2,0.0,0.0,0.0,0.0,0.0,14.772570133209229,0.0,0.0,0.0,14.26550006866455,0.0,0.0,0.0
dist_vwap_day_l1,989.1916456222534,902.2514233589172,831.5518198013306,883.7019391059875,1114.0395421981812,1034.0816411972046,1059.2965121269226,1009.2713565826416,1047.277509689331,1115.9373140335083,1311.8106746673584,886.3461246490479,905.2283401489258
dist_vwap_day_l2,980.7713947296143,957.9267730712891,1141.0719299316406,1166.4413361549377,1129.664999961853,1337.2712473869324,1194.203076839447,1145.3999309539795,1180.629210948944,1114.1947417259216,972.325156211853,1223.5975408554077,1332.7195682525635
adx14_l1,1914.5520296096802,2398.366942882538,2202.377459526062,2623.3873658180237,2442.4627690315247,2639.879210472107,2824.887134552002,2771.182131767273,3034.5788884162903,3026.050528526306,3465.149775505066,3513.3867197036743,2777.833393573761
adx14_l2,2134.451594352722,2367.7832894325256,2904.4283237457275,2773.6937160491943,2814.0745000839233,2851.7954092025757,3085.664014816284,3178.859607696533,3661.793791770935,3329.776219367981,3289.6801466941833,3522.985426902771,4012.7245712280273
di_diff_l1,927.5719928741455,1040.7624535560608,1275.2559695243835,1482.4430003166199,1249.7580652236938,1190.0391039848328,1220.0072264671326,991.1299366950989,1313.7046031951904,1084.1488161087036,1074.646167755127,1492.7921233177185,1250.9128665924072
di_diff_l2,1084.402753353119,1180.274091720581,1322.2911949157715,1370.8260250091553,1200.408763885498,1026.413402557373,1468.7852206230164,924.6665234565735,1056.4756917953491,1202.024841785431,1435.6461791992188,1152.8358755111694,1036.1732139587402
absret_z_l1,575.955689907074,438.6714496612549,654.8342299461365,630.2812342643738,645.092791557312,720.8135724067688,443.69137239456177,612.6112298965454,638.5813827514648,715.8113412857056,583.5198278427124,471.70245885849,801.1130123138428
absret_z_l2,651.0988502502441,497.1348385810852,407.4481682777405,577.3244667053223,466.1351981163025,730.1205153465271,574.4772400856018,648.1856117248535,592.7210402488708,516.9350023269653,504.08217906951904,473.49503469467163,349.1768674850464
