,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
fvg_bull_32,1462.0544753074646,1488.6230654716492,1544.6681594848633,1639.027759552002,1788.5180311203003,1854.0581851005554,2342.0543928146362,2275.8761467933655,1521.393398284912,1687.2838621139526,2015.9647846221924,1786.0094347000122,1995.9117846488953
fvg_bear_32,1362.5590410232544,1588.0302324295044,1573.9952597618103,2068.92506980896,2165.2811431884766,2437.0246510505676,2301.7340259552,2426.064774990082,1983.5359482765198,1978.5051941871643,2230.8532571792603,2373.132623195648,2308.2002029418945
dist_fvg_bull,2502.851640224457,2780.0883078575134,2428.701852798462,2950.2597584724426,2930.02081155777,2902.0900988578796,3269.658739566803,3465.102559566498,3799.111967086792,3702.345643520355,3780.5883388519287,3952.816041946411,4202.610558509827
dist_fvg_bear,2435.318862438202,2649.677704811096,3057.26837015152,2976.823000907898,3249.735493659973,3223.8080191612244,3980.2113313674927,3499.714494228363,3055.2519912719727,3493.9130449295044,4372.706592559814,4346.447322845459,3778.1399841308594
dist_ob_bull,5101.619055747986,5113.32706785202,4873.917117118835,4353.786307811737,4935.738405227661,5733.782133102417,5194.842773914337,5748.6824016571045,5897.295184612274,6473.714450836182,7082.496531963348,6157.536917209625,6612.761949062347
dist_ob_bear,5269.768523454666,5902.9113783836365,6512.932810306549,6251.550181388855,5342.973062992096,5682.26155424118,6028.034400463104,5665.92463350296,6362.505802631378,6112.638392448425,6942.506370067596,6634.03443479538,6853.818838119507
dist_day_open,3014.245767593384,2747.262909889221,3436.413508415222,4119.848412036896,4315.340236663818,4397.019884109497,4450.954256534576,4207.870368480682,4797.078457355499,4784.489133358002,4352.821005344391,4850.498526573181,4933.547132492065
dist_day_high,1989.2546405792236,2405.6085703372955,2587.699149608612,2840.7229776382446,2688.8599858283997,2973.194538116455,3204.529091835022,2896.17972612381,3044.1906809806824,2660.372715950012,3090.8930439949036,2993.5085830688477,2882.926553249359
dist_day_low,2189.6424684524536,2286.9191818237305,2052.9379873275757,2593.7002353668213,2597.1001839637756,2480.431079864502,2452.9273829460144,2909.1697101593018,2778.0969643592834,2716.595495223999,2990.9711332321167,3252.44216299057,2698.250668525696
day_range_atr,3522.348292350769,4039.709065437317,4067.407054901123,4923.235074996948,4459.326879501343,4424.178048610687,4651.356978416443,4905.677855968475,4446.442342758179,4992.970582008362,4891.953118801117,4371.554411888123,4456.688281536102
pos_in_day_range,1783.9515972137451,1602.4785060882568,1667.576280117035,1551.4378480911255,1841.7919244766235,2070.8119411468506,2311.319945335388,2185.329123020172,2204.2081899642944,2625.793825149536,2366.415774345398,2097.7646622657776,2431.4879002571106
dist_pdh,4098.088342666626,4793.72690820694,4918.458347797394,5789.878918170929,4961.025689601898,4647.545970916748,4298.077884674072,4663.87233877182,4382.1127099990845,4764.999289035797,4258.921722412109,5175.591536998749,4896.630883693695
dist_pdl,2818.295126438141,3355.2591552734375,4365.888386249542,4196.698832035065,3766.016695022583,3849.036391735077,3993.7840332984924,4143.549187660217,3638.660120010376,3654.9583735466003,3875.7967314720154,4446.7975153923035,4256.703535079956
dist_pdc,3181.1295042037964,2856.2993664741516,2819.83314371109,2696.7843718528748,2511.4903745651245,3168.26727437973,3329.186936855316,3710.075348377228,3676.5679697990417,3481.255905151367,4383.983939170837,3509.245686531067,3432.003480911255
above_pdh,43.79333019256592,24.875900268554688,41.01940059661865,12.440699577331543,114.49217987060547,0.0,27.885900497436523,40.3247709274292,22.600299835205078,12.324299812316895,87.02049827575684,24.084189414978027,114.38680076599121
below_pdl,0.0,11.61240005493164,0.0,20.477229118347168,26.160200119018555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.37140083312988
dist_pp,3431.2154026031494,2447.9890689849854,3136.8710474967957,3102.2780108451843,3049.4317479133606,3424.9840421676636,3522.8807368278503,3843.6915187835693,3918.8933148384094,4130.698880672455,4070.707760334015,3706.2416639328003,3412.6898469924927
